,description,title
5310,"This is a beautiful Moscato d'Asti with peach mousse, tangerine, white almond, honey, ginger and spring flower. Perfect for nut-based desserts, the sparkler is soft and sweet with a distant touch of tangy spice on the finish.",Cà ed Balos 2011  Moscato d'Asti
5311,"Red in color, with fresh aromas of nectarine, orange peel and red currant. For a 2010 this is still fresh and sturdy, with cleansing acidity and focused flavors of citrus and red berry fruit. Eminently drinkable, with a long finish for basic rosé. Drink immediately.",Carlos Serres 2010 Serres Tempranillo-Garnacha Rosé (Rioja)
5312,Le Ellere is a tight and fresh expression of Sangiovese that delivers a clean and crisp quality of fruit. The wine's acidity makes it a perfect pairing for ravioli stuffed with ricotta cheese or chicken in cream sauce.,Castello d'Albola 2008 Le Ellere  (Chianti Classico)
5313,"Dusty and toasty aromas over sweet plum fruit, with a streak of mocha running sharply down the center. Svelt and open, yet still sharp and showing a little bite in the back.",McCrea Cellars 2007 Cuvée Orleans Syrah (Yakima Valley)
5314,"A big, dark, extracted Malbec with murky lead aromas of Graham cracker and sweet blueberry. The palate is jammy and chunky, with dark, earthy flavors of prune, blackberry and raisin. Finishes a bit pruny, but there's enough acidity to maintain a sense of balance. Drink now.",Mi Terruño 2008 Mayacaba Malbec (Mendoza)
5315,"Bright, vivid and sizzling on the nose, then zesty, tight and acidic in the mouth, with high-toned plum, berry and red currant flavors offset by a touch of milk chocolate. Long on the finish, but not that nuanced or complex.",Nuna 2010 Reserve Malbec (Mendoza)
5316,"Strawberry and other red-fruit aromas run the bouquet. The palate is tangy and crisp, with dry but clean red-fruit flavors. Mildly spiced on the finish, this has length and purity. A very good quaffer.",Ochoa 2011 Rosado Garnacha Rosé (Navarra)
5317,"Like many of the Perrin & Fils wines, this one is firmly structured, its cherry and cocoa flavors ending on a dusty, tannic note. But the fruit is attractive, and even boasts some complexity in the wisps of garrigue on the nose. Probably best from 2013–2017.",Perrin & Fils 2009 Red (Côtes du Rhône Villages)
5318,"Ripe and oaky, with notes of vanilla and buttered toast dominating pineapple and tropical fruit flavors. Brisk acidity provides a needed balance to all this richness.",Jenner 2010 Chardonnay (Sonoma Coast)
5319,"This is a floral effort perfumed with apple blossom. The palate is rich and creamy, with intense acidity balanced by peach and pear flavors. It has a smooth finish. Screwcap.",Laurenz V. 2011 Laurenz and Sophie Singing Grüner Veltliner (Niederösterreich)
5320,"Marked by brisk, cutting acidity, this Chardonnay is bone dry, with a steely, stony cut of mineral that's relieved by lemon and lime flavors. It's a severe wine by itself, but it should be food friendly.",Liquid Farm 2010 White Hill Chardonnay (Sta. Rita Hills)
5321,"This shows that apricotty, botrytised aroma and flavor often found in Santa Lucia Chardonnays from the cooler parts of the appellation, but it's not at all sweet. Instead, it's a bone-dry wine, with vibrant acidity.",Lucia 2010 Chardonnay (Santa Lucia Highlands)
5322,"Pink in color, this has fresh, clean aromas of stone fruits. Feels medium to full, with red licorice, sweet baking-spice and raspberry flavors. Quick, round and solid on the finish, which lingers for quite some time. A fine summer sipper.",Marqués de Cáceres 2011 Rosé (Rioja)
5323,"This is barrel fermented, with noticeable flavors of heavily buttered toast, butterscotch and caramel flavors. Bright with crisp acidity, it also features notes of ripe pineapple, pear, peach and mango.",Aquinas 2010 Chardonnay (Napa Valley)
5324,"Leathery, earthy aromas don't seem entirely fresh, but they are solid and don't waiver. Full bodied, with coarse tannins and roasted red-berry, tomato and herb flavors. It's tight, chunky and long on the finish, with tannic grab, and more tomato and herb characteristics.",Campo Viejo 2004 Gran Reserva  (Rioja)
5325,"An attractively balanced wine, this is ripe but fresh. The raspberry and orange fruits are vivid and well etched into the structure of the wine.",Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2011 Cave de Saint-Roch les Vignes Rosé (Côtes de Provence)
5326,"Typical aromas of spice and lychee mesh with white grape notes. The wine is attractive, ready to drink, and probably best as an apéritif. Screwcap.",Markus Huber 2011 Gelber Muskateller (Niederösterreich)
5327,"Cherries and chocolate are the hallmark of the Zins at Maryhill. The fruit is pretty and the chocolate smooth, certainly a crowd-pleasing style. The finish is clean and supple.",Maryhill 2009 Proprietor's Reserve Zinfandel (Columbia Valley (WA))
5328,"At first this comes across as being a bit heavy, yeasty and tight. With time, however, this should be full of bramble-fruit flavors. This is a well-crafted wine, with structure and elegance that should start to show in 3–5 years.",Miraflores 2009 Methode Ancienne Syrah (El Dorado)
5329,"The first of Morgan's 2010 Pinots to be released, it shows promise for the winery's single-vineyard bottlings. Dry and firm in acidity and tannins, it's a big, strong wine, packed with cherry pie flavor.",Morgan 2010 Twelve Clones Pinot Noir (Santa Lucia Highlands)
5330,"This is a fat, rich wine, with fruits that are sweet and ripe. With its weight and caramel flavor, it's a full-bodied effort suitable for food.",Ormilles 2011 Ormilles Rosé (Côtes de Provence)
5331,"This is a rich red-berry-fruited wine. It is balanced and full, with nutmeg and pepper as well as crisp fruit flavors. With its ripeness, it's certainly suitable for food.",Ravoire et Fils 2011 Domaine de la Rabiotte Rosé (Coteaux d'Aix-en-Provence)
5332,"This is a fresh and forward effort that's based on all six Bordeaux grapes. It bears pretty plum and cherry flavors, with a chocolaty wash over the quick finish.",Tertulia 2008 Sobra Red (Columbia Valley (WA))
5333,"Ribolla Gialla typically delivers unique aromas of caramel, butterscotch and candied fruit. This expression delightfully embodies those characteristics, with extra structure and creaminess on the close.",Il Roncal 2010 Ribolla Gialla (Colli Orientali del Friuli)
5334,"With a softly tannic mouthfeel and appealing cherry, mocha and spice flavors, this is a nice Merlot to drink now. Gets better in the glass as it airs and warms. This should pair well with lamb.",Lyeth 2010 L de Lyeth Merlot (Sonoma County)
5335,"With full black-cherry and bacon aromas, this affordable wine comes across well on the nose. Thick and full-bodied in the mouth, this has flavors of blackberry, creamy oak, chocolate and vanilla. It feels broad and just bright enough on the finish.",Stylo 2008 Old Vines Garnacha (Calatayud)
5336,"This opens with raw notes of wild berry and dried herb that lend it an untamed, rustic feel. The palate is bright.",Argiolas 2007 Is Solinas Red (Isola dei Nuraghi)
5337,"A bit rugged, with some unripeness, but otherwise a solid Cabernet, drily tannic and clean. The blackberry jam and oak flavors are pleasant.",Atalon 2009 Cabernet Sauvignon (Napa Valley)
5338,"A bright and crisp wine, with overtones of lime, cut grass, dried hay and white flower. This is fresh and tangy on the palate.",Cantina Santadi 2011 Villa Solais  (Vermentino di Sardegna)
5339,"Edgy and sharp now, with a cut of acidity giving a rustic bite to the cherry, blackberry and toasty oak flavors. Hard to see it aging well, so give it a good decant and drink now.",Champ de Rêves 2010 Pinot Noir (Anderson Valley)
5340,"This is very fresh, with light acidity and a touch of caramel. Its round character is contrasted with tangerine crispness.",Château Gassier 2011 Sables d'Azur Rosé (Côtes de Provence)
5341,"This has superrich fruit, spice and a touch of pepper, revealing a wine that is powerful for a Provence rosé. This is impressive and finely made.",Chateau La Calisse 2011 Patricia Ortelli Rosé (Coteaux Varois)
5342,"A caramel- and lemon-flavored wine that's both fresh and soft. It has an attractive perfumed character and a warm and round texture. This is made from old vines, which lends it extra concentration.",Château Réal Martin 2011 Perle de Rosé Rosé (Côtes de Provence)
5343,"A rustic, earthy and soft Zinfandel that's priced attractively. It has the right amount of blackberry fruit and fistfuls of bacon and toasty oak.",Chessman 2010 Zinfandel (Lodi)
5344,"This pretty Pinot Grigio opens with creamy aromas of melon, stone fruit and pear. It has a full, generous and persistent personality.",Conte d'Attimis-Maniago 2011 Pinot Grigio (Colli Orientali del Friuli)
5345,"This lovely Sauvignon is redolent of tangerine skin, wild salvia, pink grapefruit, white almond and stone fruit. The wine is expressive and bold with a tangy, sharp edge to the close.",Conte d'Attimis-Maniago 2011 Sauvignon (Colli Orientali del Friuli)
5346,"Tighter blackberry and blueberry fruits meet with a touch of fennel on this nose of this appellation blend by Billy Wathen and Dick Dore. Flavors range from refreshing blackberry soda to root beer and cola, achieving a measure of elegance thanks to dill, tomato leaf and a tannic grip.",Foxen 7200 2012 7200 Cabernet Sauvignon (Happy Canyon of Santa Barbara)
5347,"Spicy yeast notes rather than fruit or citrus take over and make for a light-bodied, fresh but rounded white that will be best with food, presenting savory notes that will echo any spiciness. It's a versatile, peppery white with lots of Grüner spice.",Kurt Angerer 2014 Kies Grüner Veltliner (Niederösterreich)
5348,"The 2014 vintage was cool and difficult in Austria but conscientious winemakers delivered wines of incredible refreshment and verve. This bottling offers citrus, white pepper, lemon zest and a touch of green pear. If you like it slender, sleek and refreshing, grab this now.",Malat 2014 Grüner Veltliner (Kremstal)
5349,"This full-bodied Viognier opens with aromas of toasted oak, butterscotch, vanilla and mature apricot. On the richly textured palate, notes of vanilla, nut and toast precede creamy white peach and lemon drop.",Michele Satta 2013 Giovin Re Viognier (Toscana)
5350,"This is a really well-made, traditional and tasty wine with flavor complexity, nice balance and the kind of firm texture that pairs well with grilled and roasted meats. The fruit characteristics of the grape—cherry and cranberry—meld easily with a modest touch of spicy oak from aging in barrels.",Nottingham Cellars 2012 1846 Cabernet Sauvignon (Livermore Valley)
5351,"Juicy brambleberries, red currants, black pepper and a touch of asphalt greet the nose on this stylishly packaged wine made by Andrew Murray. Dried anise seeds and minty blueberry show on the somewhat lean and lithe palate.",Reaper 2013 Red (Santa Ynez Valley)
